construct,seed,model,plddt_protein_mean,plddt_protein_p10,plddt_core_mean,plddt_core_below70,pae_protein_mean,pae_contact_weighted,pae_RNA_symmetric,Rg_CA_A,Rg_core_CA_A,Rg_core_length_normalized,core_max_CA_distance_A,core_anisotropy,core_density_mean,core_density_sd,core_density_p10,core_high_density_mean
puf_11_loopr8,4,2,90.73903369169362,80.18232142857143,94.33578696689113,0.0,7.8118215,1.6353016,6.5912247,34.124043,30.263609,4.121187,87.36198795314802,14.50825936259618,2.9373991,1.779031,0.45999998,2.8560605
puf_11_loopr8,4,3,90.83509285774039,79.93387272727273,94.5046395976358,0.0,7.716349,1.6116228,6.7578998,33.99039,30.140799,4.104463,87.45837814588927,14.271624860890398,2.9373991,1.779031,0.45999998,2.8560605
puf_11_loopr8,4,4,90.79252940078096,80.55215584415585,94.43445334295335,0.0,7.80274,1.6208827,6.757733,34.119377,30.164135,4.1076407,87.46199987157861,14.410419431904364,2.9373991,1.779031,0.45999998,2.8560605
puf_12_loopr4r4,1,0,89.5989852938728,76.66358333333332,92.46698214369222,0.020833333333333332,8.707283,1.9634068,7.287752,34.616676,31.71935,4.1959443,90.79760222090609,15.321056549834122,2.96,1.7332103,0.6240001,2.8680556
puf_12_loopr4r4,1,1,89.43259894064269,75.812875,92.46769082190958,0.023148148148148147,8.829499,2.058844,7.8233137,34.682446,31.64275,4.185811,89.7150361438167,15.247989657668812,2.96,1.7332103,0.6240001,2.8680556
puf_12_loopr4r4,1,2,89.63921195401821,77.241,92.54757490329887,0.018518518518518517,8.872343,1.9878395,7.6917453,34.401585,31.449612,4.160262,89.37622633533864,14.75867403505616,2.96,1.7332103,0.6240001,2.8680556
puf_12_loopr4r4,1,3,89.64446794316794,76.86550000000001,92.52965411054994,0.018518518518518517,8.879509,1.9601347,8.072662,34.52443,31.567934,4.1759143,90.52524653270265,14.937860373004138,2.96,1.7332103,0.6240001,2.8680556
puf_12_loopr4r4,1,4,89.59706954850706,76.19511111111113,92.54797120093127,0.020833333333333332,8.808614,1.9665102,7.9456882,34.952282,31.84013,4.211921,91.72645730338805,15.470892978942961,2.96,1.7332103,0.6240001,2.8680556
puf_11_loopr8,3,0,91.11470139430386,80.62234545454545,94.5929120452359,0.0,7.553256,1.5683095,6.409484,34.13613,30.20175,4.1127634,87.27964580780483,14.384131256490587,2.9409094,1.778351,0.47499996,2.881313
puf_11_loopr8,3,1,90.95438879702078,80.11043636363635,94.53490052126605,0.0,7.7408857,1.6068202,6.4940276,34.375668,30.307035,4.1271005,88.0975824841097,14.564992305005017,2.9409094,1.778351,0.47499996,2.881313
puf_11_loopr8,3,2,91.11629427295732,80.58272727272727,94.59629423746847,0.0,7.56136,1.5665414,6.4175587,34.030903,30.211958,4.1141534,86.845735372637,14.502002872057071,2.9409094,1.778351,0.47499996,2.881313
puf_11_loopr8,3,3,90.92358243407158,80.33848484848487,94.51548339546255,0.0,7.711432,1.6098026,6.502357,34.43257,30.410234,4.141154,88.68423112736762,14.766124832847314,2.9409094,1.778351,0.47499996,2.881313
puf_11_loopr8,3,4,91.12205496028011,80.76115,94.58446759532553,0.0,7.6079407,1.5839809,6.596982,33.871864,30.008312,4.0864215,86.16478409629693,14.017840757669088,2.9409094,1.778351,0.47499996,2.881313
puf_11_r8,1,0,91.03587133110821,79.37988636363636,94.71629616420338,0.0,7.6787558,1.613266,6.4760747,33.67358,29.921114,4.0745473,85.82991806319234,13.94824644240145,2.9235606,1.7796568,0.48499998,2.8434343
puf_11_r8,1,1,90.90042484266435,79.58134920634922,94.61649290979786,0.0,7.693397,1.6044288,6.7023997,33.95022,30.0982,4.0986624,87.38564963822978,14.216448897500385,2.9235606,1.7796568,0.48499998,2.8434343
puf_11_r8,1,2,90.69237152967247,78.6935606060606,94.46024672045127,0.0,7.766657,1.6240604,6.7488046,33.574085,29.892784,4.070689,85.66503245231215,13.973882595086039,2.9235606,1.7796568,0.48499998,2.8434343
puf_11_r8,1,3,90.77820617034693,79.65863636363636,94.53177574263559,0.0,7.7648325,1.6146768,6.7640595,33.930542,30.099342,4.098818,86.90611569494467,14.43005061604582,2.9235606,1.7796568,0.48499998,2.8434343
puf_11_r8,1,4,90.8438706588696,79.5388383838384,94.5352979652222,0.0,7.9900665,1.6753956,7.0925097,33.606224,29.991253,4.0840983,86.19455704871741,14.129840831054064,2.9235606,1.7796568,0.48499998,2.8434343
puf12_r123_r5678_r56788,4,0,90.71021215503247,80.12045454545454,94.10484703934182,0.0,7.918476,1.5742308,6.7055593,35.30198,31.965263,4.228474,90.2715120588578,15.812495464786442,2.9188428,1.7423681,0.522,2.8495371
puf12_r123_r5678_r56788,4,1,90.47223590114314,79.59116666666668,93.88291777731014,0.0,8.044942,1.5836431,6.8601346,35.153328,31.689936,4.192053,89.93431056340604,15.428033684145074,2.9188428,1.7423681,0.522,2.8495371
puf12_r123_r5678_r56788,4,2,90.79176239233857,80.76003333333334,94.03960157126824,0.0,7.887175,1.5635717,6.7238207,34.752552,31.50499,4.1675878,89.54476414059506,15.059414567113478,2.9188428,1.7423681,0.522,2.8495371
puf12_r123_r5678_r56788,4,3,90.52920561009086,80.14339772727273,93.83519570456549,0.0,8.018082,1.5900415,6.933662,35.28469,31.75729,4.200963,90.26767312141574,15.456702618805604,2.9188428,1.7423681,0.522,2.8495371
puf12_r123_r5678_r56788,4,4,90.35656282693,79.20622222222222,93.69174386557373,0.0,8.167352,1.6228923,7.0875225,35.248695,31.891682,4.2187405,91.37617079415162,15.671582061043605,2.9188428,1.7423681,0.522,2.8495371
puf12_r123_r567_r5loop67_loopr678,4,0,88.70043070301055,71.83242424242425,92.62493417558522,0.013888888888888888,8.7304945,1.9274132,7.5763674,33.955494,30.895216,4.0869246,85.6731711243902,14.543476141164966,3.050162,1.7485706,0.58100003,3.0185184
puf12_r123_r567_r5loop67_loopr678,4,1,88.60420539795015,71.293125,92.57845255130673,0.011574074074074073,8.892957,1.9571906,7.5880814,33.837532,30.889698,4.086195,85.16209500554878,14.35857251963438,3.050162,1.7485706,0.58100003,3.0185184
puf12_r123_r567_r5loop67_loopr678,4,2,88.70002483896543,73.01301136363637,92.9010251589974,0.006944444444444444,8.871718,1.9525083,7.567454,33.86895,30.862255,4.082565,85.42228655575398,14.299310504068512,3.050162,1.7485706,0.58100003,3.0185184
puf12_r123_r567_r5loop67_loopr678,4,3,88.35497807104174,71.75150000000002,92.50289779908879,0.013888888888888888,9.053364,2.0249722,7.841847,34.264668,31.173414,4.123726,86.83883221603399,14.866003750931542,3.050162,1.7485706,0.58100003,3.0185184
puf12_r123_r567_r5loop67_loopr678,4,4,88.48738131518883,72.16166666666666,92.34256791543076,0.018518518518518517,9.368354,2.020774,12.792126,33.150158,30.394176,4.0206456,83.18620913868214,13.646403834154944,3.050162,1.7485706,0.58100003,3.0185184
puf12_r123_r567_r6loopr7_r5678,2,0,91.21967554918855,79.81933333333333,94.30685260258004,0.006944444444444444,7.318487,1.5272206,6.5033197,33.88529,30.891014,4.086369,85.3672216902285,14.314586277141256,3.0267823,1.7834724,0.592,2.9814816
puf12_r123_r567_r6loopr7_r5678,2,1,90.89005077335425,80.2311111111111,94.24894895465901,0.006944444444444444,7.7255073,1.6086445,6.940351,34.52007,31.367317,4.149376,87.79203904489084,15.170915211642871,3.0267823,1.7834724,0.592,2.9814816
puf12_r123_r567_r6loopr7_r5678,2,2,90.88597059085208,80.23545454545454,94.20233351788387,0.006944444444444444,7.690987,1.6057891,6.6846676,34.38807,31.332895,4.1448226,87.20014705393845,15.094120844633462,3.0267823,1.7834724,0.592,2.9814816
puf12_r123_r567_r6loopr7_r5678,2,3,91.02777032783102,80.47844444444445,94.30721279427877,0.006944444444444444,7.7534785,1.6158144,6.937661,34.451836,31.302122,4.140752,87.20799548405337,15.048658681694215,3.0267823,1.7834724,0.592,2.9814816
puf12_r123_r567_r6loopr7_r5678,2,4,90.86812100289991,79.85571428571428,94.30415870677678,0.006944444444444444,7.8535028,1.6280489,6.8959985,34.320107,31.195122,4.1265974,86.74131012926051,14.907398679754207,3.0267823,1.7834724,0.592,2.9814816
puf12_r123_r567_r6loopr7_r5loop678,2,0,88.75081929698946,70.65354166666665,92.29095524440837,0.04398148148148148,8.716016,2.0657237,7.099598,34.831367,31.66724,4.1890507,90.51275214916184,15.759230082890708,3.0243983,1.7521939,0.642,2.8680556
puf12_r123_r567_r6loopr7_r5loop678,2,1,88.54453299699877,70.18768181818182,92.03944332712042,0.04398148148148148,8.842944,2.1051452,7.153766,33.643536,30.99042,4.099519,88.37861625726921,14.61738587065209,3.0243983,1.7521939,0.642,2.8680556
puf12_r123_r567_r6loopr7_r5loop678,2,2,88.48994700810385,70.87930555555556,92.0495809099594,0.04398148148148148,8.868766,2.116631,7.295065,34.692787,31.557083,4.174479,89.89902753519671,15.57205131765623,3.0243983,1.7521939,0.642,2.8680556
puf12_r123_r567_r6loopr7_r5loop678,2,3,88.85866600894879,71.86583333333334,92.41862410730988,0.037037037037037035,8.798702,2.066139,7.262679,34.32793,31.195095,4.1265936,86.81907971175126,14.988300672635015,3.0243983,1.7521939,0.642,2.8680556
puf12_r123_r567_r6loopr7_r5loop678,2,4,88.39942828612031,69.69363636363636,92.00509087902839,0.046296296296296294,8.91874,2.1303024,7.36488,34.61554,31.333515,4.1449046,89.56691534978202,15.1435983541519,3.0243983,1.7521939,0.642,2.8680556
puf12_r123_r567_r6loopr7_r5678,3,0,90.6831807088223,77.36490909090908,94.55441875851773,0.006944444444444444,7.6097417,1.5702307,6.4290276,34.45486,31.34427,4.1463275,87.08887020017723,15.127031256720967,3.021759,1.78002,0.591,2.9444444
puf12_r123_r567_r6loopr7_r5678,3,1,90.64273393027439,77.25532467532469,94.53504106291085,0.006944444444444444,7.5898,1.5655311,6.5431824,34.326202,31.352528,4.1474195,87.0911278964889,15.150468659843206,3.021759,1.78002,0.591,2.9444444
puf12_r123_r567_r6loopr7_r5678,3,2,90.89984845704498,79.044,94.73272681343862,0.004629629629629629,7.5168204,1.5358857,6.502935,34.188816,31.27494,4.137156,86.78623968593323,14.821966929976814,3.021759,1.78002,0.591,2.9444444
puf12_r123_r567_r6loopr7_r5678,3,3,90.67555986996305,78.37482828282828,94.55911313949683,0.006944444444444444,7.6814837,1.5771779,6.5917225,35.183308,31.770643,4.202729,88.9962633959024,15.789774843297378,3.021759,1.78002,0.591,2.9444444
puf12_r123_r567_r6loopr7_r5678,3,4,90.70397264483536,76.94300000000001,94.6025452257362,0.006944444444444444,7.637427,1.574798,6.6392326,34.261314,31.2706,4.136582,86.64957842945942,14.811953950290532,3.021759,1.78002,0.591,2.9444444
puf12_r123_r567_r5loop67_r678,4,0,90.77581002218719,79.2835,93.97395283773582,0.023148148148148147,7.723805,1.7709973,6.6006894,34.51504,31.510622,4.1683326,88.4365495240114,15.26688455975059,3.0512965,1.7637346,0.6730001,2.9351852
puf12_r123_r567_r5loop67_r678,4,1,90.32857003283593,78.25166666666667,93.63248683595211,0.023148148148148147,7.9636507,1.8932507,6.47427,34.28896,31.271679,4.1367245,87.25445144072918,14.978351962606773,3.0512965,1.7637346,0.6730001,2.9351852
puf12_r123_r567_r5loop67_r678,4,2,90.5567250588739,79.6209090909091,93.65068133217092,0.023148148148148147,8.182595,1.7766584,7.014295,34.743958,31.608683,4.1813045,88.48610870882294,14.729363159240117,3.0512965,1.7637346,0.6730001,2.9351852
puf12_r123_r567_r5loop67_r678,4,3,90.8354461689563,79.94109090909092,93.79072297963096,0.023148148148148147,8.038937,1.7281985,7.058826,34.467854,31.508526,4.1680555,87.98290946338892,14.78191813853048,3.0512965,1.7637346,0.6730001,2.9351852
puf12_r123_r567_r5loop67_r678,4,4,90.52677524835472,79.48163636363637,93.70131060021512,0.023148148148148147,8.128423,1.734423,7.1589665,34.861366,31.625032,4.1834674,88.6752737813382,14.889313116886644,3.0512965,1.7637346,0.6730001,2.9351852
puf12_r123_r567_r6r7_r5678,1,0,91.60687055896577,80.18299999999999,94.8046224288186,0.0,7.5639663,1.5121071,6.6642957,34.64079,31.558475,4.174663,87.73232216092399,15.57111053182277,3.004815,1.8003289,0.45999998,2.9907408
puf12_r123_r567_r6r7_r5678,1,1,91.74260532149057,80.80890909090908,94.8421797280009,0.0,7.4413743,1.4801716,6.6519527,34.299767,31.330435,4.144497,86.97039102755699,15.216049730534873,3.004815,1.8003289,0.45999998,2.9907408
puf12_r123_r567_r6r7_r5678,1,2,91.69563113064237,80.19727272727272,94.8414527742705,0.0,7.5690727,1.5195752,6.739543,34.275993,31.446922,4.1599064,87.58591311653282,15.43301690839976,3.004815,1.8003289,0.45999998,2.9907408
puf12_r123_r567_r6r7_r5678,1,3,91.61528705582612,80.608875,94.72995604357062,0.0,7.614385,1.5198292,6.909728,33.648098,31.065786,4.1094885,85.81792011369006,14.72140490665491,3.004815,1.8003289,0.45999998,2.9907408
puf12_r123_r567_r6r7_r5678,1,4,91.69185755363341,80.66775000000001,94.73458389784085,0.0,7.459627,1.4906888,6.768329,33.943653,31.20135,4.1274214,86.48482882286467,15.11935230569943,3.004815,1.8003289,0.45999998,2.9907408
puf12_r123_r5678_r5loop6788,2,0,88.94375240222205,74.81333333333335,92.48484948192241,0.034722222222222224,8.98632,2.0070372,7.470142,35.262558,31.763258,4.201752,90.16860621642033,15.586578269039157,2.9436808,1.7232378,0.582,2.8194444
puf12_r123_r5678_r5loop6788,2,1,89.10079067929502,75.40284848484848,92.62776119578723,0.034722222222222224,8.80109,1.9704617,7.1892843,35.126965,31.664894,4.1887403,89.43239738504764,15.41921625244724,2.9436808,1.7232378,0.582,2.8194444
puf12_r123_r5678_r5loop6788,2,2,88.86675147219512,74.79444444444445,92.40854025289269,0.034722222222222224,8.859883,1.9807682,7.1546984,34.960705,31.562122,4.1751456,88.67684217315124,15.259034915280674,2.9436808,1.7232378,0.582,2.8194444
puf12_r123_r5678_r5loop6788,2,3,88.87400926273469,74.78169696969697,92.39209067610629,0.034722222222222224,9.004166,2.0128164,7.351675,34.94816,31.541622,4.1724334,88.5355304875622,15.273660310862844,2.9436808,1.7232378,0.582,2.8194444
puf12_r123_r5678_r5loop6788,2,4,89.20564285575269,75.11285714285715,92.60146431243653,0.034722222222222224,8.814338,1.9555211,7.312087,34.551758,31.224583,4.1304946,86.76869289406396,14.683564294753815,2.9436808,1.7232378,0.582,2.8194444
puf12_r123_r5678_r5loop6788,1,0,89.49330118345581,75.02650505050505,92.98662458497007,0.032407407407407406,8.601891,1.8749436,6.867052,34.516212,31.41546,4.1557446,86.56821790224811,14.9642582972898,2.938588,1.7263633,0.58100003,2.7916667
puf12_r123_r5678_r5loop6788,1,1,89.19720030750666,75.12335064935066,92.72730233719469,0.034722222222222224,8.794072,1.9369276,6.9837556,34.86683,31.656284,4.1876016,88.87999040919135,15.349181298402101,2.938588,1.7263633,0.58100003,2.7916667
puf12_r123_r5678_r5loop6788,1,2,89.20949127456787,75.772,92.61971112079794,0.034722222222222224,8.798389,1.9672384,7.031718,34.450493,31.429138,4.1575537,87.2421815598139,14.865175081925821,2.938588,1.7263633,0.58100003,2.7916667
puf12_r123_r5678_r5loop6788,1,3,89.1762076045342,75.4290909090909,92.66907318973465,0.034722222222222224,8.8523855,1.9580694,7.351934,35.07069,31.665686,4.188845,89.30420441557992,15.257221087378959,2.938588,1.7263633,0.58100003,2.7916667
puf12_r123_r5678_r5loop6788,1,4,89.1251191324197,75.30579999999999,92.5579976960411,0.034722222222222224,8.809972,1.951607,7.2729583,35.293793,31.844816,4.212541,89.77854010863425,15.690252686586785,2.938588,1.7263633,0.58100003,2.7916667
puf12_r123_r567_r6r7_r5678,3,0,91.61710240941784,81.37156818181819,95.32280837892819,0.0,7.2846127,1.4563524,6.3378224,34.513878,31.354033,4.147619,86.71298505419779,15.12947909750746,3.0019445,1.7955064,0.50100005,2.9467592
puf12_r123_r567_r6r7_r5678,3,1,91.75076242334055,81.19745454545455,95.3375076793063,0.0,7.312563,1.4702913,6.4846835,34.571102,31.499805,4.166902,87.70728319482204,15.457030425987382,3.0019445,1.7955064,0.50100005,2.9467592
puf12_r123_r567_r6r7_r5678,3,2,91.62800738410894,80.704,95.32215575396825,0.0,7.245425,1.4452673,6.250338,34.235584,31.322351,4.143428,86.78606747297384,15.021853806259168,3.0019445,1.7955064,0.50100005,2.9467592
puf12_r123_r567_r6r7_r5678,3,3,91.4477660787563,80.63745454545455,95.19117899230399,0.0,7.455954,1.507068,6.5243464,34.937992,31.680178,4.190762,88.27106652192198,15.701780331126914,3.0019445,1.7955064,0.50100005,2.9467592
puf12_r123_r567_r6r7_r5678,3,4,91.64174552303166,81.0156818181818,95.21106654424537,0.0,7.39364,1.4880238,6.602073,33.906384,31.183195,4.1250196,86.4733732131066,14.846340744792903,3.0019445,1.7955064,0.50100005,2.9467592
puf12_r123_r567_r6loopr7_r5678,1,0,91.75364157262135,81.62241666666667,95.2143316231094,0.0,6.778159,1.3694106,5.9825478,34.172283,31.314522,4.142392,87.17238182538924,14.836671914865043,3.017454,1.777785,0.59999996,2.9398148
puf12_r123_r567_r6loopr7_r5678,1,1,90.83348520019906,77.98890909090909,94.77978757649244,0.006944444444444444,7.5664277,1.5744054,6.3331776,34.146786,31.16291,4.1223364,86.30513911527875,14.905783808823891,3.017454,1.777785,0.59999996,2.9398148
puf12_r123_r567_r6loopr7_r5678,1,2,90.70179805208707,77.26654545454547,94.62626955066537,0.006944444444444444,7.54107,1.5691794,6.4345484,33.911125,31.14062,4.1193876,86.13306795154297,14.817759702379064,3.017454,1.777785,0.59999996,2.9398148
puf12_r123_r567_r6loopr7_r5678,1,3,90.70931735327399,77.61155555555555,94.50592438605634,0.006944444444444444,7.512641,1.544059,6.380169,33.926056,31.075764,4.1108084,85.89654070755934,14.555477652745846,3.017454,1.777785,0.59999996,2.9398148
puf12_r123_r567_r6loopr7_r5678,1,4,90.80269682581388,77.91187301587301,94.61752078489926,0.006944444444444444,7.477397,1.5230892,6.5680976,34.73808,31.522848,4.16995,87.84155939588562,15.348793276334707,3.017454,1.777785,0.59999996,2.9398148
puf12_r123_r567_r6loopr7_r5loop678,4,0,88.41863776343006,70.50448051948052,92.22145111832613,0.03935185185185185,9.016125,2.1192687,7.3302364,34.57295,31.478937,4.164141,89.31478004077438,15.284628793259815,3.018912,1.7506565,0.64100003,2.8587964
puf12_r123_r567_r6loopr7_r5loop678,4,1,88.58655114219326,71.03954545454546,92.26609381012506,0.037037037037037035,8.914064,2.0952327,7.271132,35.033134,31.801926,4.206867,91.54756538914866,15.747390291311826,3.018912,1.7506565,0.64100003,2.8587964
puf12_r123_r567_r6loopr7_r5loop678,4,2,88.54304739683639,71.27829545454546,92.23238619745737,0.041666666666666664,8.7658615,2.0875137,7.194845,34.346264,31.344007,4.1462927,86.91135954510119,15.102380546846149,3.018912,1.7506565,0.64100003,2.8587964
puf12_r123_r567_r6loopr7_r5loop678,4,3,88.45323382727327,71.08744047619048,92.14812718120356,0.03935185185185185,8.831889,2.0929935,7.29298,34.922,31.7073,4.1943502,91.60186823688494,15.692929205230858,3.018912,1.7506565,0.64100003,2.8587964
puf12_r123_r567_r6loopr7_r5loop678,4,4,88.73705523595542,71.79200757575758,92.32035682636551,0.041666666666666664,8.674195,2.0080826,7.3693624,34.71841,31.629927,4.184115,90.70282283006806,15.647895780382836,3.018912,1.7506565,0.64100003,2.8587964
puf12_r123_r567_r567_r678,2,0,91.33579884503517,80.07372727272727,95.09358717966704,0.0,7.4737806,1.4822661,6.6319637,34.687225,31.508337,4.1680307,88.62918361180058,15.38803630523961,3.0192363,1.7722443,0.58,2.9629629
puf12_r123_r567_r567_r678,2,1,91.79877046201412,81.4695,95.26048947894957,0.0,7.160414,1.4231582,6.3926754,34.31243,31.245817,4.1333036,86.9886174748117,14.994015823744437,3.0192363,1.7722443,0.58,2.9629629
puf12_r123_r567_r567_r678,2,2,91.38107384743078,80.12124999999999,95.02970179055771,0.0,7.3358245,1.4535455,6.6378455,34.55057,31.525625,4.1703176,88.28516838137718,15.596768791340105,3.0192363,1.7722443,0.58,2.9629629
puf12_r123_r567_r567_r678,2,3,91.46815792269797,80.97032142857144,95.06703406585699,0.0,7.417619,1.4915427,6.564145,34.594196,31.62962,4.1840744,89.47254231105076,15.728174220041621,3.0192363,1.7722443,0.58,2.9629629
puf12_r123_r567_r567_r678,2,4,91.21735417371258,79.76836363636365,95.03782238055155,0.0,7.55611,1.5045276,6.732955,34.48835,31.333605,4.1449165,87.68427276617942,15.155664467421804,3.0192363,1.7722443,0.58,2.9629629
puf12_r123_r567_r6r7_r5678,4,0,91.78169306203779,81.4121818181818,95.15485168316765,0.0,7.1902833,1.4224477,6.467608,34.51719,31.598583,4.179969,87.76504085668121,15.575098584201479,3.001713,1.7964708,0.50100005,2.9583333
puf12_r123_r567_r6r7_r5678,4,1,91.67641244194175,81.48593333333332,95.215205465702,0.0,7.3909335,1.4768822,6.601863,34.59972,31.362926,4.148795,87.26967388113543,15.23641757707873,3.001713,1.7964708,0.50100005,2.9583333
puf12_r123_r567_r6r7_r5678,4,2,91.63888429425393,80.85354545454545,95.20095435171825,0.0,7.3526044,1.4640347,6.651472,34.1472,31.384243,4.151615,86.71947365548093,15.14685523979533,3.001713,1.7964708,0.50100005,2.9583333
puf12_r123_r567_r6r7_r5678,4,3,91.77067514289097,81.01154545454546,95.25316334058174,0.0,7.3416414,1.452976,6.600331,34.652843,31.46729,4.162601,87.60092583268259,15.253484309622563,3.001713,1.7964708,0.50100005,2.9583333
puf12_r123_r567_r6r7_r5678,4,4,91.7410216555905,81.92354545454546,95.13572831990541,0.0,7.3020887,1.4461706,6.739829,34.490597,31.459198,4.16153,88.22811934665658,15.299637779964373,3.001713,1.7964708,0.50100005,2.9583333
puf12_r123_r567_r6loopr7_r5loop678,3,0,88.58554014410811,70.70357142857142,92.37470179723826,0.037037037037037035,8.764947,2.0167294,7.0244074,34.827763,31.519165,4.1694627,90.00943244711121,15.537848969490463,3.0191898,1.7522521,0.6350001,2.8541667
puf12_r123_r567_r6loopr7_r5loop678,3,1,88.35847455132532,69.36772727272728,92.15659932910455,0.041666666666666664,8.886368,2.0824678,7.2217684,34.93498,31.631798,4.1843624,90.09689454387865,15.594209429134414,3.0191898,1.7522521,0.6350001,2.8541667
puf12_r123_r567_r6loopr7_r5loop678,3,2,88.85487291368327,71.90244047619048,92.4665103790885,0.032407407407407406,8.567714,1.9757746,7.1593084,34.28534,31.39709,4.1533146,89.29819535374921,15.100034620339027,3.0191898,1.7522521,0.6350001,2.8541667
puf12_r123_r567_r6loopr7_r5loop678,3,3,88.83732134421345,71.8968888888889,92.50479503032976,0.03935185185185185,8.69666,2.025479,7.2539263,34.24488,31.303682,4.1409583,86.54755662394976,15.02556854607714,3.0191898,1.7522521,0.6350001,2.8541667
puf12_r123_r567_r6loopr7_r5loop678,3,4,88.59541932017073,71.36224999999999,92.29368188248225,0.037037037037037035,8.981576,2.0984597,7.376938,35.326878,31.912079,4.221439,92.34418174991836,16.07913807118718,3.0191898,1.7522521,0.6350001,2.8541667
puf12_r123_r567_r5loop67_r678,1,0,90.558937601309,79.90333333333334,93.79687511690985,0.016203703703703703,7.9587245,1.7642515,6.7448716,34.078735,31.149681,4.1205864,86.64912468684567,14.793850157483611,3.0479167,1.7522422,0.67,2.9537036
puf12_r123_r567_r5loop67_r678,1,1,90.46535005296565,79.71772727272727,93.71341967041445,0.020833333333333332,7.970111,1.7911004,7.0104637,34.376884,31.2646,4.1357884,87.20711305597841,14.880542950981523,3.0479167,1.7522422,0.67,2.9537036
puf12_r123_r567_r5loop67_r678,1,2,90.09933977470828,79.09236363636364,93.45027717986744,0.020833333333333332,8.272929,1.8429565,7.1255965,34.37813,31.17109,4.1234183,86.57686234914344,14.88872320626319,3.0479167,1.7522422,0.67,2.9537036
puf12_r123_r567_r5loop67_r678,1,3,90.29918216850585,79.315,93.57079316728795,0.020833333333333332,8.078351,1.813255,6.851682,33.902504,31.00433,4.101359,86.09148290229301,14.433324200079463,3.0479167,1.7522422,0.67,2.9537036
puf12_r123_r567_r5loop67_r678,1,4,90.1368424702572,79.43316363636363,93.46030353969589,0.020833333333333332,8.153978,1.8119489,7.122596,34.706734,31.457014,4.1612415,87.78183336989001,15.286629109423973,3.0479167,1.7522422,0.67,2.9537036
puf12_r123_r567_r6loopr7_r5loop678,1,0,88.8397151821035,71.65118181818183,92.62632487323633,0.034722222222222224,8.636389,1.9878287,7.0403695,34.348618,31.33719,4.1453905,89.9438697094456,15.28251025177419,3.0263886,1.7570776,0.67100006,2.8773148
puf12_r123_r567_r6loopr7_r5loop678,1,1,88.67847339843301,70.5800909090909,92.51462051066218,0.03935185185185185,8.800596,2.0839913,7.10302,34.18792,31.31822,4.1428814,86.72784215338271,15.118921740025694,3.0263886,1.7570776,0.67100006,2.8773148
puf12_r123_r567_r6loopr7_r5loop678,1,2,88.69312893533379,70.76957142857144,92.63500769266741,0.034722222222222224,8.724572,2.021629,7.143346,34.907154,31.656897,4.1876826,88.54971044281167,15.65762706217601,3.0263886,1.7570776,0.67100006,2.8773148
puf12_r123_r567_r6loopr7_r5loop678,1,3,88.81618136690095,70.78540909090908,92.57156077725001,0.03935185185185185,8.791737,2.059996,7.1200643,34.137028,31.343029,4.146163,90.05054538527475,15.215002747957183,3.0263886,1.7570776,0.67100006,2.8773148
puf12_r123_r567_r6loopr7_r5loop678,1,4,88.50746883830155,69.58532467532467,92.21009743516514,0.04398148148148148,8.841944,2.0834305,7.2518573,33.8679,31.214685,4.129185,86.1816711823826,14.813641385392451,3.0263886,1.7570776,0.67100006,2.8773148
puf12_r123_r567_r567_r678,6,0,91.70339267113096,80.74945454545453,94.845375475155,0.0,7.4098654,1.4588661,6.596364,34.4767,31.489683,4.165563,88.01106290795768,15.363101919316016,3.031991,1.7815062,0.56100005,2.9745371
puf12_r123_r567_r567_r678,6,1,91.70657112912045,81.26712500000001,94.82747990069345,0.0,7.448475,1.4599004,6.5589094,34.451733,31.497372,4.16658,88.22675388014132,15.415490097280289,3.031991,1.7815062,0.56100005,2.9745371
puf12_r123_r567_r567_r678,6,2,91.60999442950713,80.68591666666667,94.75737653819945,0.0,7.5307975,1.4840772,6.7863207,34.030502,31.296267,4.139977,87.0475922093142,15.08389852909383,3.031991,1.7815062,0.56100005,2.9745371
puf12_r123_r567_r567_r678,6,3,91.47165993571315,80.45637121212123,94.66307315967212,0.0,7.60415,1.4966815,6.727486,34.88186,31.712578,4.1950483,88.76137469024077,15.831254221741473,3.031991,1.7815062,0.56100005,2.9745371
puf12_r123_r567_r567_r678,6,4,91.649833789908,80.67555454545455,94.8536579919566,0.0,7.4068084,1.4602534,6.640069,34.646893,31.564123,4.1754103,88.39643120718016,15.524727779375583,3.031991,1.7815062,0.56100005,2.9745371
puf12_r123_r567_r5loop67_r678,3,0,90.76522760636922,80.20939393939393,93.81326133607905,0.023148148148148147,8.17931,1.7709742,6.897799,34.4095,31.414972,4.1556797,87.57689828098623,14.544559977425328,3.0620604,1.763604,0.70100003,2.9699075
puf12_r123_r567_r5loop67_r678,3,1,90.4655178574904,79.6530909090909,93.72763175488348,0.02546296296296296,8.197616,1.8438884,6.938721,35.252243,31.865595,4.2152896,90.0488788137833,15.641329112596411,3.0620604,1.763604,0.70100003,2.9699075
puf12_r123_r567_r5loop67_r678,3,2,90.93777535678836,80.16727272727273,94.03676605840148,0.023148148148148147,8.08617,1.7138036,6.9114943,34.336014,31.384037,4.1515875,87.38523022453478,14.551965311920146,3.0620604,1.763604,0.70100003,2.9699075
